index,NLDAS_ID
1195,x108y181
1196,x108y182
1205,x108y191
1206,x108y192
1208,x108y53
1216,x108y61
1217,x108y62
1218,x108y63
1219,x108y64
1220,x108y65
1221,x108y66
1222,x108y67
1271,x109y116
1272,x109y117
1273,x109y118
1274,x109y119
1279,x109y124
1280,x109y125
1290,x109y135
1291,x109y136
1292,x109y137
1293,x109y138
1294,x109y139
1295,x109y140
1296,x109y141
1306,x109y151
1307,x109y152
1308,x109y153
1309,x109y154
1320,x109y165
1321,x109y166
1322,x109y167
1323,x109y168
1334,x109y179
1335,x109y180
1336,x109y181
1337,x109y182
1345,x109y190
1346,x109y191
1347,x109y192
1351,x109y55
1352,x109y56
1353,x109y57
1355,x109y59
1357,x109y61
1358,x109y62
1359,x109y63
1360,x109y64
1361,x109y65
1362,x109y66
1363,x109y67
1486,x110y117
1493,x110y124
1494,x110y125
1504,x110y135
1505,x110y136
1507,x110y138
1508,x110y139
1509,x110y140
1510,x110y141
1519,x110y150
1520,x110y151
1521,x110y152
1522,x110y153
1534,x110y165
1535,x110y166
1536,x110y167
1537,x110y168
1538,x110y169
1548,x110y179
1549,x110y180
1550,x110y181
1551,x110y182
1557,x110y188
1558,x110y189
1559,x110y190
1560,x110y191
1561,x110y192
1567,x110y57
1568,x110y58
1569,x110y59
1570,x110y60
1571,x110y61
1572,x110y62
1573,x110y63
1574,x110y64
1575,x110y65
1577,x110y67
1645,x111y135
1646,x111y136
1647,x111y137
1648,x111y138
1649,x111y139
1659,x111y149
1660,x111y150
1661,x111y151
1662,x111y152
1663,x111y153
1675,x111y165
1676,x111y166
1677,x111y167
1678,x111y168
1679,x111y169
1689,x111y179
1690,x111y180
1691,x111y181
1697,x111y187
1698,x111y188
1699,x111y189
1700,x111y190
1701,x111y191
1702,x111y192
1706,x111y54
1709,x111y57
1710,x111y58
1711,x111y59
1712,x111y60
1713,x111y61
1717,x111y65
1719,x111y67
1773,x112y121
1794,x112y142
1795,x112y143
1796,x112y144
1797,x112y145
1801,x112y149
1802,x112y150
1803,x112y151
1817,x112y165
1818,x112y166
1819,x112y167
1820,x112y168
1821,x112y169
1831,x112y179
1832,x112y180
1833,x112y181
1834,x112y182
1838,x112y186
1839,x112y187
1840,x112y188
1841,x112y189
1842,x112y190
1843,x112y191
1844,x112y192
1846,x112y52
1847,x112y53
1848,x112y54
1849,x112y55
1851,x112y57
1852,x112y58
1853,x112y59
1861,x112y67
1862,x112y68
1915,x113y121
1916,x113y122
1917,x113y123
1918,x113y124
1919,x113y125
1935,x113y141
1936,x113y142
1937,x113y143
1938,x113y144
1939,x113y145
1942,x113y148
1943,x113y149
1959,x113y165
1960,x113y166
1961,x113y167
1973,x113y179
1974,x113y180
1975,x113y181
1976,x113y182
1980,x113y186
1981,x113y187
1982,x113y188
1983,x113y189
1984,x113y190
1985,x113y191
1986,x113y192
1987,x113y51
1988,x113y52
1989,x113y53
1990,x113y54
1991,x113y55
1992,x113y56
1993,x113y57
1994,x113y58
1995,x113y59
1996,x113y60
1997,x113y61
1998,x113y62
2001,x113y65
2002,x113y66
2003,x113y67
2057,x114y121
2058,x114y122
2059,x114y123
2060,x114y124
2083,x114y147
2084,x114y148
2085,x114y149
2115,x114y179
2116,x114y180
2117,x114y181
2122,x114y186
2123,x114y187
2124,x114y188
2125,x114y189
2126,x114y190
2127,x114y191
2128,x114y192
2129,x114y51
2131,x114y53
2133,x114y55
2134,x114y56
2135,x114y57
2136,x114y58
2137,x114y59
2139,x114y61
2142,x114y64
2143,x114y65
2199,x115y121
2200,x115y122
2201,x115y123
2202,x115y124
2203,x115y125
2225,x115y147
2227,x115y149
2228,x115y150
2256,x115y178
2257,x115y179
2258,x115y180
2259,x115y181
2264,x115y186
2265,x115y187
2266,x115y188
2267,x115y189
2268,x115y190
2269,x115y191
2270,x115y192
2273,x115y53
2274,x115y54
2276,x115y56
2277,x115y57
2278,x115y58
2280,x115y60
2281,x115y61
2282,x115y62
2283,x115y63
2284,x115y64
2285,x115y65
2342,x116y122
2343,x116y123
2344,x116y124
2349,x116y129
2350,x116y130
2369,x116y149
2370,x116y150
2398,x116y178
2399,x116y179
2406,x116y186
2407,x116y187
2408,x116y188
2409,x116y189
2410,x116y190
2411,x116y191
2412,x116y192
2417,x116y55
2418,x116y56
2425,x116y63
2426,x116y64
2484,x117y122
2485,x117y123
2486,x117y124
2487,x117y125
2491,x117y129
2492,x117y130
2493,x117y131
2500,x117y138
2502,x117y140
2503,x117y141
2504,x117y142
2505,x117y143
2506,x117y144
2507,x117y145
2508,x117y146
2509,x117y147
2539,x117y177
2540,x117y178
2541,x117y179
2542,x117y180
2548,x117y186
2549,x117y187
2550,x117y188
2551,x117y189
2552,x117y190
2553,x117y191
2554,x117y192
2560,x117y56
2561,x117y57
2562,x117y58
2563,x117y59
2564,x117y60
2565,x117y61
2568,x117y64
2626,x118y122
2627,x118y123
2628,x118y124
2629,x118y125
2633,x118y129
2634,x118y130
2635,x118y131
2636,x118y132
2641,x118y137
2642,x118y138
2644,x118y140
2645,x118y141
2646,x118y142
2647,x118y143
2648,x118y144
2649,x118y145
2650,x118y146
2679,x118y175
2680,x118y176
2681,x118y177
2682,x118y178
2683,x118y179
2684,x118y180
2690,x118y186
2691,x118y187
2692,x118y188
2693,x118y189
2694,x118y190
2695,x118y191
2696,x118y192
2701,x118y55
2702,x118y56
2703,x118y57
2704,x118y58
2705,x118y59
2709,x118y63
2768,x119y122
2769,x119y123
2770,x119y124
2771,x119y125
2777,x119y131
2783,x119y137
2784,x119y138
2785,x119y139
2786,x119y140
2787,x119y141
2788,x119y142
2789,x119y143
2790,x119y144
2791,x119y145
2792,x119y146
2821,x119y175
2822,x119y176
2823,x119y177
2824,x119y178
2825,x119y179
2826,x119y180
2827,x119y181
2832,x119y186
2833,x119y187
2834,x119y188
2835,x119y189
2836,x119y190
2837,x119y191
2838,x119y192
2839,x119y51
2840,x119y52
2841,x119y53
2843,x119y55
2844,x119y56
2849,x119y61
2850,x119y62
2851,x119y63
2986,x120y122
2987,x120y123
2988,x120y124
2989,x120y125
3000,x120y136
3001,x120y137
3003,x120y139
3004,x120y140
3005,x120y141
3006,x120y142
3007,x120y143
3008,x120y144
3009,x120y145
3010,x120y146
3039,x120y175
3040,x120y176
3041,x120y177
3042,x120y178
3043,x120y179
3044,x120y180
3045,x120y181
3050,x120y186
3051,x120y187
3052,x120y188
3053,x120y189
3054,x120y190
3055,x120y191
3056,x120y192
3057,x120y51
3060,x120y54
3062,x120y56
3066,x120y60
3067,x120y61
3070,x120y64
3071,x120y65
3127,x121y121
3128,x121y122
3129,x121y123
3130,x121y124
3131,x121y125
3142,x121y136
3147,x121y141
3148,x121y142
3149,x121y143
3150,x121y144
3151,x121y145
3152,x121y146
3156,x121y150
3181,x121y175
3182,x121y176
3183,x121y177
3184,x121y178
3185,x121y179
3186,x121y180
3192,x121y186
3193,x121y187
3194,x121y188
3195,x121y189
3196,x121y190
3197,x121y191
3198,x121y192
3204,x121y56
3205,x121y57
3206,x121y58
3207,x121y59
3208,x121y60
3209,x121y61
3211,x121y63
3212,x121y64
3213,x121y65
3268,x122y120
3269,x122y121
3270,x122y122
3271,x122y123
3272,x122y124
3273,x122y125
3283,x122y135
3289,x122y141
3290,x122y142
3291,x122y143
3297,x122y149
3298,x122y150
3322,x122y174
3323,x122y175
3324,x122y176
3325,x122y177
3326,x122y178
3327,x122y179
3328,x122y180
3334,x122y186
3335,x122y187
3336,x122y188
3337,x122y189
3338,x122y190
3339,x122y191
3344,x122y53
3347,x122y56
3348,x122y57
3354,x122y63
3355,x122y64
3411,x123y120
3412,x123y121
3413,x123y122
3414,x123y123
3415,x123y124
3416,x123y125
3433,x123y142
3434,x123y143
3435,x123y144
3440,x123y149
3441,x123y150
3445,x123y154
3465,x123y174
3466,x123y175
3467,x123y176
3468,x123y177
3469,x123y178
3470,x123y179
3478,x123y187
3479,x123y188
3480,x123y189
3481,x123y190
3485,x123y51
3486,x123y52
3487,x123y53
3488,x123y54
3489,x123y55
3490,x123y56
3491,x123y57
3492,x123y58
3496,x123y62
3497,x123y63
3498,x123y64
3509,x123y75
3511,x123y77
3555,x124y121
3556,x124y122
3557,x124y123
3558,x124y124
3559,x124y125
3571,x124y137
3575,x124y141
3576,x124y142
3577,x124y143
3582,x124y148
3583,x124y149
3587,x124y153
3588,x124y154
3589,x124y155
3590,x124y156
3609,x124y175
3610,x124y176
3611,x124y177
3612,x124y178
3613,x124y179
3628,x124y51
3632,x124y55
3636,x124y59
3640,x124y63
3654,x124y77
3697,x125y120
3698,x125y121
3700,x125y123
3701,x125y124
3702,x125y125
3703,x125y126
3714,x125y137
3715,x125y138
3716,x125y139
3718,x125y141
3719,x125y142
3724,x125y147
3725,x125y148
3726,x125y149
3727,x125y150
3732,x125y155
3733,x125y156
3734,x125y157
3735,x125y158
3753,x125y176
3754,x125y177
3755,x125y178
3756,x125y179
3779,x125y59
3780,x125y60
3794,x125y74
3795,x125y75
3796,x125y76
3797,x125y77
3840,x126y120
3841,x126y121
3843,x126y123
3844,x126y124
3845,x126y125
3858,x126y138
3859,x126y139
3860,x126y140
3861,x126y141
3867,x126y147
3868,x126y148
3869,x126y149
3875,x126y155
3876,x126y156
3877,x126y157
3882,x126y162
3883,x126y163
3896,x126y176
3897,x126y177
3898,x126y178
3899,x126y179
3921,x126y58
3922,x126y59
3982,x127y119
3983,x127y120
3986,x127y123
3987,x127y124
3988,x127y125
4002,x127y139
4003,x127y140
4010,x127y147
4011,x127y148
4015,x127y152
4016,x127y153
4017,x127y154
4018,x127y155
4019,x127y156
4020,x127y157
4021,x127y158
4025,x127y162
4026,x127y163
4039,x127y176
4040,x127y177
4063,x127y57
4064,x127y58
4065,x127y59
4127,x128y121
4128,x128y122
4129,x128y123
4131,x128y125
4146,x128y140
4151,x128y145
4152,x128y146
4153,x128y147
4154,x128y148
4158,x128y152
4159,x128y153
4160,x128y154
4161,x128y155
4162,x128y156
4163,x128y157
4164,x128y158
4165,x128y159
4172,x128y166
4203,x128y55
4204,x128y56
4205,x128y57
4220,x128y72
4269,x129y121
4270,x129y122
4291,x129y143
4292,x129y144
4293,x129y145
4294,x129y146
4295,x129y147
4297,x129y149
4298,x129y150
4301,x129y153
4302,x129y154
4303,x129y155
4304,x129y156
4305,x129y157
4306,x129y158
4307,x129y159
4313,x129y165
4314,x129y166
4315,x129y167
4346,x129y56
4347,x129y57
4348,x129y58
4349,x129y59
4362,x129y72
4369,x129y79
4370,x129y80
4371,x129y81
4372,x129y82
4373,x129y83
4481,x130y114
4482,x130y115
4488,x130y121
4510,x130y143
4511,x130y144
4512,x130y145
4513,x130y146
4516,x130y149
4517,x130y150
4518,x130y151
4519,x130y152
4520,x130y153
4521,x130y154
4522,x130y155
4525,x130y158
4526,x130y159
4532,x130y165
4533,x130y166
4534,x130y167
4564,x130y55
4565,x130y56
4590,x130y81
4622,x131y113
4623,x131y114
4624,x131y115
4630,x131y121
4631,x131y122
4651,x131y142
4652,x131y143
4653,x131y144
4654,x131y145
4655,x131y146
4656,x131y147
4657,x131y148
4658,x131y149
4659,x131y150
4660,x131y151
4661,x131y152
4662,x131y153
4664,x131y155
4665,x131y156
4666,x131y157
4667,x131y158
4668,x131y159
4669,x131y160
4670,x131y161
4671,x131y162
4674,x131y165
4675,x131y166
4676,x131y167
4677,x131y168
4709,x131y58
4710,x131y59
4711,x131y60
4729,x131y78
4733,x131y82
4764,x132y113
4792,x132y141
4793,x132y142
4794,x132y143
4795,x132y144
4796,x132y145
4797,x132y146
4798,x132y147
4801,x132y150
4802,x132y151
4803,x132y152
4804,x132y153
4806,x132y155
4807,x132y156
4808,x132y157
4809,x132y158
4810,x132y159
4811,x132y160
4817,x132y166
4818,x132y167
4819,x132y168
4844,x132y51
4848,x132y55
4850,x132y57
4851,x132y58
4874,x132y81
4887,x132y94
4888,x132y95
4906,x133y113
4934,x133y141
4935,x133y142
4936,x133y143
4937,x133y144
4938,x133y145
4939,x133y146
4940,x133y147
4941,x133y148
4942,x133y149
4943,x133y150
4944,x133y151
4945,x133y152
4946,x133y153
4948,x133y155
4949,x133y156
4950,x133y157
4952,x133y159
4953,x133y160
4954,x133y161
4955,x133y162
4959,x133y166
4960,x133y167
4961,x133y168
4962,x133y169
4988,x133y53
4989,x133y54
5010,x133y75
5011,x133y76
5012,x133y77
5015,x133y80
5016,x133y81
5028,x133y93
5029,x133y94
5030,x133y95
5077,x134y142
5078,x134y143
5080,x134y145
5081,x134y146
5082,x134y147
5085,x134y150
5086,x134y151
5087,x134y152
5088,x134y153
5090,x134y155
5091,x134y156
5092,x134y157
5094,x134y159
5095,x134y160
5096,x134y161
5101,x134y166
5102,x134y167
5103,x134y168
5104,x134y169
5157,x134y80
5158,x134y81
5170,x134y93
5171,x134y94
5173,x134y96
5174,x134y97
5175,x134y98
5177,x135y100
5198,x135y121
5222,x135y145
5223,x135y146
5224,x135y147
5226,x135y149
5227,x135y150
5228,x135y151
5229,x135y152
5230,x135y153
5232,x135y155
5233,x135y156
5234,x135y157
5235,x135y158
5236,x135y159
5237,x135y160
5244,x135y167
5245,x135y168
5246,x135y169
5271,x135y52
5272,x135y53
5280,x135y61
5281,x135y62
5311,x135y92
5312,x135y93
5313,x135y94
5314,x135y95
5315,x135y96
5316,x135y97
5317,x135y98
5318,x135y99
5327,x136y108
5328,x136y109
5329,x136y110
5330,x136y111
5331,x136y112
5340,x136y121
5364,x136y145
5370,x136y151
5371,x136y152
5372,x136y153
5373,x136y154
5374,x136y155
5375,x136y156
5376,x136y157
5377,x136y158
5379,x136y160
5387,x136y168
5388,x136y169
5415,x136y58
5448,x136y91
5449,x136y92
5450,x136y93
5451,x136y94
5452,x136y95
5453,x136y96
5454,x136y97
5455,x136y98
5456,x136y99
5465,x137y108
5466,x137y109
5467,x137y110
5468,x137y111
5469,x137y112
5477,x137y120
5478,x137y121
5504,x137y147
5507,x137y150
5508,x137y151
5509,x137y152
5510,x137y153
5511,x137y154
5512,x137y155
5513,x137y156
5514,x137y157
5515,x137y158
5525,x137y168
5526,x137y169
5527,x137y170
5534,x137y177
5535,x137y178
5536,x137y179
5550,x137y55
5551,x137y56
5552,x137y57
5553,x137y58
5554,x137y59
5555,x137y60
5556,x137y61
5557,x137y62
5577,x137y82
5578,x137y83
5587,x137y92
5588,x137y93
5589,x137y94
5590,x137y95
5591,x137y96
5592,x137y97
5593,x137y98
5594,x137y99
5595,x138y100
5602,x138y107
5603,x138y108
5604,x138y109
5606,x138y111
5607,x138y112
5615,x138y120
5616,x138y121
5643,x138y148
5644,x138y149
5649,x138y154
5650,x138y155
5652,x138y157
5663,x138y168
5664,x138y169
5665,x138y170
5671,x138y176
5672,x138y177
5673,x138y178
5675,x138y180
5676,x138y181
5688,x138y55
5690,x138y57
5691,x138y58
5692,x138y59
5695,x138y62
5716,x138y83
5727,x138y94
5728,x138y95
5729,x138y96
5730,x138y97
5731,x138y98
5732,x138y99
5733,x139y100
5744,x139y111
5780,x139y147
5781,x139y148
5782,x139y149
5783,x139y150
5786,x139y153
5787,x139y154
5788,x139y155
5790,x139y157
5802,x139y169
5803,x139y170
5809,x139y176
5810,x139y177
5811,x139y178
5812,x139y179
5813,x139y180
5814,x139y181
5826,x139y55
5827,x139y56
5828,x139y57
5829,x139y58
5830,x139y59
5831,x139y60
5852,x139y81
5854,x139y83
5855,x139y84
5866,x139y95
5867,x139y96
5868,x139y97
5869,x139y98
5870,x139y99
5914,x13y152
5915,x13y153
5916,x13y154
5923,x13y161
5924,x13y162
5947,x13y185
5948,x13y186
5949,x140y100
5950,x140y101
5996,x140y147
6002,x140y153
6003,x140y154
6004,x140y155
6006,x140y157
6017,x140y168
6018,x140y169
6019,x140y170
6020,x140y171
6025,x140y176
6026,x140y177
6027,x140y178
6028,x140y179
6029,x140y180
6030,x140y181
6042,x140y55
6043,x140y56
6044,x140y57
6045,x140y58
6046,x140y59
6080,x140y93
6081,x140y94
6082,x140y95
6083,x140y96
6084,x140y97
6085,x140y98
6086,x140y99
6087,x141y100
6134,x141y147
6136,x141y149
6137,x141y150
6138,x141y151
6139,x141y152
6140,x141y153
6141,x141y154
6153,x141y166
6154,x141y167
6155,x141y168
6156,x141y169
6157,x141y170
6158,x141y171
6163,x141y176
6164,x141y177
6165,x141y178
6166,x141y179
6167,x141y180
6168,x141y181
6169,x141y182
6180,x141y55
6182,x141y57
6183,x141y58
6184,x141y59
6185,x141y60
6186,x141y61
6187,x141y62
6218,x141y93
6219,x141y94
6220,x141y95
6221,x141y96
6222,x141y97
6223,x141y98
6224,x141y99
6225,x142y100
6226,x142y101
6268,x142y143
6270,x142y145
6275,x142y150
6276,x142y151
6277,x142y152
6278,x142y153
6284,x142y159
6285,x142y160
6286,x142y161
6287,x142y162
6288,x142y163
6289,x142y164
6290,x142y165
6292,x142y167
6293,x142y168
6294,x142y169
6295,x142y170
6296,x142y171
6301,x142y176
6302,x142y177
6303,x142y178
6304,x142y179
6305,x142y180
6306,x142y181
6307,x142y182
6319,x142y55
6321,x142y57
6322,x142y58
6323,x142y59
6324,x142y60
6325,x142y61
6326,x142y62
6327,x142y63
6328,x142y64
6359,x142y95
6360,x142y96
6361,x142y97
6362,x142y98
6363,x142y99
6364,x143y100
6365,x143y101
6415,x143y151
6422,x143y158
6423,x143y159
6424,x143y160
6425,x143y161
6426,x143y162
6427,x143y163
6428,x143y164
6429,x143y165
6430,x143y166
6431,x143y167
6432,x143y168
6433,x143y169
6434,x143y170
6435,x143y171
6440,x143y176
6441,x143y177
6442,x143y178
6443,x143y179
6444,x143y180
6445,x143y181
6446,x143y182
6458,x143y56
6459,x143y57
6460,x143y58
6464,x143y62
6465,x143y63
6497,x143y95
6498,x143y96
6499,x143y97
6500,x143y98
6501,x143y99
6502,x144y100
6537,x144y135
6559,x144y157
6560,x144y158
6561,x144y159
6562,x144y160
6563,x144y161
6564,x144y162
6565,x144y163
6566,x144y164
6567,x144y165
6568,x144y166
6569,x144y167
6570,x144y168
6571,x144y169
6572,x144y170
6573,x144y171
6578,x144y176
6579,x144y177
6580,x144y178
6581,x144y179
6582,x144y180
6583,x144y181
6584,x144y182
6601,x144y61
6602,x144y62
6631,x144y91
6632,x144y92
6634,x144y94
6635,x144y95
6636,x144y96
6637,x144y97
6638,x144y98
6639,x144y99
6640,x145y100
6674,x145y134
6696,x145y156
6697,x145y157
6698,x145y158
6699,x145y159
6700,x145y160
6701,x145y161
6702,x145y162
6703,x145y163
6704,x145y164
6705,x145y165
6706,x145y166
6707,x145y167
6708,x145y168
6709,x145y169
6710,x145y170
6711,x145y171
6715,x145y175
6716,x145y176
6717,x145y177
6718,x145y178
6719,x145y179
6720,x145y180
6721,x145y181
6722,x145y182
6737,x145y59
6738,x145y60
6739,x145y61
6753,x145y75
6754,x145y76
6768,x145y90
6769,x145y91
6770,x145y92
6772,x145y94
6773,x145y95
6775,x145y97
6776,x145y98
6777,x145y99
6811,x146y133
6812,x146y134
6831,x146y153
6832,x146y154
6833,x146y155
6834,x146y156
6835,x146y157
6836,x146y158
6837,x146y159
6838,x146y160
6839,x146y161
6841,x146y163
6842,x146y164
6843,x146y165
6844,x146y166
6845,x146y167
6846,x146y168
6847,x146y169
6848,x146y170
6849,x146y171
6853,x146y175
6854,x146y176
6855,x146y177
6856,x146y178
6857,x146y179
6858,x146y180
6859,x146y181
6860,x146y182
6873,x146y57
6874,x146y58
6875,x146y59
6876,x146y60
6891,x146y75
6892,x146y76
6893,x146y77
6894,x146y78
6895,x146y79
6901,x146y85
6914,x146y98
6915,x146y99
6918,x147y102
6949,x147y133
6950,x147y134
6951,x147y135
6952,x147y136
6953,x147y137
6968,x147y152
6969,x147y153
6970,x147y154
6971,x147y155
6972,x147y156
6973,x147y157
6974,x147y158
6975,x147y159
6976,x147y160
6977,x147y161
6978,x147y162
6979,x147y163
6980,x147y164
6981,x147y165
6982,x147y166
6983,x147y167
6984,x147y168
6985,x147y169
6986,x147y170
6987,x147y171
6988,x147y172
6989,x147y173
6990,x147y174
6991,x147y175
6992,x147y176
6993,x147y177
6994,x147y178
6995,x147y179
6996,x147y180
6997,x147y181
6998,x147y182
6999,x147y183
7007,x147y191
7009,x147y55
7010,x147y56
7011,x147y57
7012,x147y58
7013,x147y59
7031,x147y77
7032,x147y78
7033,x147y79
7034,x147y80
7035,x147y81
7036,x147y82
7037,x147y83
7039,x147y85
7040,x147y86
7056,x148y102
7078,x148y124
7079,x148y125
7080,x148y126
7081,x148y127
7082,x148y128
7083,x148y129
7086,x148y132
7087,x148y133
7088,x148y134
7089,x148y135
7091,x148y137
7104,x148y150
7105,x148y151
7107,x148y153
7108,x148y154
7109,x148y155
7110,x148y156
7111,x148y157
7112,x148y158
7114,x148y160
7115,x148y161
7116,x148y162
7117,x148y163
7118,x148y164
7119,x148y165
7120,x148y166
7121,x148y167
7122,x148y168
7123,x148y169
7124,x148y170
7125,x148y171
7127,x148y173
7128,x148y174
7129,x148y175
7130,x148y176
7131,x148y177
7132,x148y178
7133,x148y179
7134,x148y180
7135,x148y181
7136,x148y182
7137,x148y183
7144,x148y190
7145,x148y191
7146,x148y192
7147,x148y55
7148,x148y56
7149,x148y57
7171,x148y79
7174,x148y82
7175,x148y83
7193,x149y101
7194,x149y102
7216,x149y124
7217,x149y125
7218,x149y126
7219,x149y127
7220,x149y128
7221,x149y129
7224,x149y132
7225,x149y133
7226,x149y134
7228,x149y136
7229,x149y137
7242,x149y150
7245,x149y153
7246,x149y154
7247,x149y155
7248,x149y156
7249,x149y157
7250,x149y158
7252,x149y160
7253,x149y161
7254,x149y162
7255,x149y163
7256,x149y164
7257,x149y165
7258,x149y166
7259,x149y167
7260,x149y168
7261,x149y169
7262,x149y170
7263,x149y171
7264,x149y172
7265,x149y173
7266,x149y174
7267,x149y175
7268,x149y176
7269,x149y177
7270,x149y178
7271,x149y179
7272,x149y180
7273,x149y181
7274,x149y182
7275,x149y183
7276,x149y184
7281,x149y189
7282,x149y190
7283,x149y191
7284,x149y192
7285,x149y54
7286,x149y55
